school,address,profileId,reason,sourceUrl,verificationSource
广西工业职业技术学院,一校区：广西壮族自治区南宁市秀灵路37号,1742,仅定位至城市，县区待核,,
广西工业职业技术学院,二校区：广西贵港市桂林路1118号,1742,仅定位至城市，县区待核,,
广西机电职业技术学院,相思湖校区：广西南宁市大学东路101号,1735,仅定位至城市，县区待核,,
桂林航天工业学院,广西壮族自治区桂林市金鸡路2号,1731,仅定位至城市，县区待核,,
广西科技师范学院,来宾校区：广西壮族自治区来宾市铁北大道966号,1729,仅定位至城市，县区待核,,
甘肃钢铁职业技术学院,东湖校区：甘肃省嘉峪关市体育大道2222号,1723,仅定位至城市，县区待核,,
甘肃钢铁职业技术学院,兰新校区：甘肃省嘉峪关市五一南路3号,1723,仅定位至城市，县区待核,,
甘肃交通职业技术学院,校本部：甘肃省兰州市兰州新区贺兰山大道北段615号,1719,仅定位至城市，县区待核,,
兰州石化职业技术大学,新区校区：甘肃省兰州新区贺兰山大道北段1169号,1710,仅定位至城市，县区待核,,
兰州工业学院,兰州新区校区：兰州市兰州新区长江大道东段1942号,1707,仅定位至城市，县区待核,,
辽宁理工职业大学,北校区：辽宁省锦州市滨海新区昆山路9号,1702,仅定位至城市，县区待核,,
辽宁理工职业大学,南校区：辽宁省锦州市经济技术开发区西海路东段二号,1702,仅定位至城市，县区待核,,
辽宁石化职业技术学院,古塔校区：辽宁省锦州市北京路二段四号,1692,仅定位至城市，县区待核,,
盘锦职业技术学院,辽宁省盘锦市辽滨沿海经济技术开发区正邦路999号,1682,仅定位至城市，县区待核,,
铁岭师范高等专科学校,辽宁省铁岭市凡河新区黑龙江路45号,1674,仅定位至城市，县区待核,,
锦州师范高等专科学校,滨海新校区：辽宁省锦州市经济技术开发区金山大街18号,1673,仅定位至城市，县区待核,,
山西华澳商贸职业学院,山西省晋中市榆次工业园区创业街838号,1670,仅定位至城市，县区待核,,
山西应用科技学院,太谷校区：山西省晋中市太谷县南寺街5号,1669,仅定位至城市，县区待核,,
山西运城农业职业技术学院,山西省运城市红旗东街46号,1664,仅定位至城市，县区待核,,
山西电力职业技术学院,山西省太原市晋祠路三段160号,1661,仅定位至城市，县区待核,,
山西警官职业学院,分校区：山西省太原市坞城路109号,1655,仅定位至城市，县区待核,,
山西工程技术学院,山西省阳泉市开发区学院路1号,1650,仅定位至城市，县区待核,,
山西水利职业技术学院,运城校区：山西省运城市安邑庙风西路34号,1649,仅定位至城市，县区待核,,
山西财贸职业技术学院,山西省太原市武宿民航南路26号,1648,仅定位至城市，县区待核,,
长治职业技术学院,北校区：山西省长治市捉马东大街51号,1643,仅定位至城市，县区待核,,
长治职业技术学院,南校区：山西省长治市太行欢乐谷东侧,1643,仅定位至城市，县区待核,,
太原学院,汾东校区：山西省太原市唐槐产业园区汾东大街7号,1642,仅定位至城市，县区待核,,
太原学院,滨河校区：山西省太原市南内环街南二巷6号,1642,仅定位至城市，县区待核,,
太原学院,府东校区：山西省太原市杏花岭街2号,1642,仅定位至城市，县区待核,,
运城幼儿师范高等专科学校,山西省运城市空港南区裴相路855号,1641,仅定位至城市，县区待核,,
内蒙古丰州职业学院,校本部：内蒙古自治区呼和浩特市兴安南路59号,1637,仅定位至城市，县区待核,,
内蒙古北方职业技术学院,内蒙古自治区呼和浩特市大学城,1636,仅定位至城市，县区待核,,
内蒙古科技职业学院,内蒙古自治区呼和浩特市机场高速路44号,1633,仅定位至城市，县区待核,,
包头钢铁职业技术学院,白云鄂博分校区：内蒙古自治区包头市白云区通阳道3号,1631,仅定位至城市，县区待核,,
科尔沁艺术职业学院,内蒙古自治区通辽经济开发区辽河大街东段,1630,仅定位至城市，县区待核,,
内蒙古警察学院,和林格尔校区：内蒙古自治区呼和浩特市和林格尔新区金盛路与云港大道交汇处,1629,仅定位至城市，县区待核,,
长春信息技术职业学院,卓越校区：吉林省长春市高新区卓越大街881号,1623,仅定位至城市，县区待核,,
长春信息技术职业学院,宜居路校区：吉林省长春市长春高新技术产业开发区硅谷街道宜居社区卓越大街3666号,1623,仅定位至城市，县区待核,,
长春人文学院,东校区：吉林省长春市净月高新技术产业开发区博硕路1488号,1621,仅定位至城市，县区待核,,
长春职业技术大学,卫星校区：吉林省长春市长春经济技术开发区临河街道北海社区卫星路3278号,1616,仅定位至城市，县区待核,,
长春职业技术大学,世纪校区：吉林省长春市长春经济技术开发区世纪街道红星社区净月大街289号,1616,仅定位至城市，县区待核,,
吉林司法警官职业学院,吉林省长春市合隆经济开发区景苑路1号,1612,仅定位至城市，县区待核,,
吉林交通职业技术学院,校本部：吉林省长春市高新区电台街63号,1611,仅定位至城市，县区待核,,
白城医学高等专科学校,吉林省白城市棉纺路27号,1608,仅定位至城市，县区待核,,
长春医学高等专科学校,吉林省长春市吉林大路6177号,1607,仅定位至城市，县区待核,,
吉林警察学院,净月校区：吉林省长春市长春净月高新技术产业开发区博硕街道博硕社区博硕路1399号,1606,仅定位至城市，县区待核,,
吉林工商学院,吉林省长春市九台经济开发区卡伦湖大街1666号,1604,仅定位至城市，县区待核,,
无锡商业职业技术学院,九龙校区：江苏省无锡市钱胡路809号,1589,仅定位至城市，县区待核,,
兰州外语职业学院,兰州新区：甘肃省兰州市新区职教园区长江大道888号,1588,仅定位至城市，县区待核,,
河北工程大学科信学院,河北省邯郸市光明南大街199号,1586,仅定位至城市，县区待核,,
燕山大学里仁学院,河北省秦皇岛市河北大街438号,1585,仅定位至城市，县区待核,,
河北农业大学现代科技学院,河北省沧州市中捷产业园区渤海路1号,1581,仅定位至城市，县区待核,,
石家庄铁道大学四方学院,西校区：河北省石家庄市中山路西北方大学园,1578,仅定位至城市，县区待核,,
河北经贸大学经济管理学院,河北省石家庄市红旗大街428号,1577,仅定位至城市，县区待核,,
河北医科大学临床学院,河北省石家庄市建华南大街309号,1576,仅定位至城市，县区待核,,
黔东南民族职业技术学院,万达校区：贵州省丹寨金钟经济开发区长兴大道北侧,1572,仅定位至城市，县区待核,,
遵义职业技术学院,新蒲校区：贵州省遵义市新蒲新区大学城长征大道,1562,仅定位至城市，县区待核,,
遵义职业技术学院,虾子校区：贵州省遵义市新蒲新区虾子镇文化西路57号,1562,仅定位至城市，县区待核,,
武汉设计工程学院,红安校区：湖北省红安经济开发区红安大道特9号,1557,仅定位至城市，县区待核,,
河南工业职业技术大学,孔明路校区：河南省南阳市杜诗路1666号,1547,仅定位至城市，县区待核,,
长春汽车职业技术大学,校本部：吉林省长春市新红旗大街1777号,1546,仅定位至城市，县区待核,,
长春汽车职业技术大学,前程校区：吉林省长春市长春汽车经济技术开发区前程街道富锋村委会心叶路1333号,1546,仅定位至城市，县区待核,,
昌吉职业技术学院,校本部：新疆维吾尔自治区昌吉高新技术产业开发区兴业大道8号,1541,仅定位至城市，县区待核,,
河北东方学院,主校区：河北省廊坊市开发区东方大学城一期圣陶路,1539,仅定位至城市，县区待核,,
河北东方学院,医学院校区：河北省廊坊市开发区东方大学城二期白居易道,1539,仅定位至城市，县区待核,,
河北东方学院,文物与艺术学院校区：河北省廊坊市开发区东方大学城一期圣陶路东,1539,仅定位至城市，县区待核,,
中原科技学院,许昌校区：河南省许昌市永昌东路266号,1530,仅定位至城市，县区待核,,
中原科技学院,郑州校区：河南省郑州市郑东新区郑开大道50号,1530,仅定位至城市，县区待核,,
乌兰察布职业学院,校本部：乌兰察布市集宁新区满达东街曙光南路一号,1524,仅定位至城市，县区待核,,
乌兰察布职业学院,平地泉校区：内蒙古自治区乌兰察布市察右前旗平地泉镇,1524,仅定位至城市，县区待核,,
开封大学,河南省开封市东京大道,1520,仅定位至城市，县区待核,,
亳州学院,南湖校区：安徽省亳州市高新技术产业开发区汤王大道2266号,1519,仅定位至城市，县区待核,,
亳州学院,文采校区：安徽省亳州市高新技术产业开发区文采路,1519,仅定位至城市，县区待核,,
河南城建学院,主校区：河南省平顶山市新城区龙翔大道,1518,仅定位至城市，县区待核,,
郑州工业应用技术学院,西校区：河南省郑州市新郑新村镇107国道路东,1512,仅定位至城市，县区待核,,
黎明职业大学,丰泽校区：福建省泉州市通港西街298号,1506,仅定位至城市，县区待核,,
荆楚理工学院,湖北荆门市象山大道33号,1505,仅定位至城市，县区待核,,
南阳医学高等专科学校,校本部：河南省南阳市雪枫西路1106号,1502,仅定位至城市，县区待核,,
重庆工程学院,双桥校区：重庆市双桥经济开发区西湖大道76号,1499,仅定位至城市，县区待核,,
重庆航天职业技术学院,两江校区：重庆市两江新区两江大道1000号,1481,仅定位至城市，县区待核,,
重庆移通学院,合川校区：重庆市合川大学城假日大道1号,1476,仅定位至城市，县区待核,,
江海职业技术学院,江苏省扬州市扬子江南路5号,1459,仅定位至城市，县区待核,,
陕西电子信息职业技术学院,陕西省西安市蓝田向阳19号,1454,仅定位至城市，县区待核,,
遵义医药高等专科学校,贵州省遵义市新蒲新区大学城平安北路8号,1451,仅定位至城市，县区待核,,
无锡职业技术大学,太湖校区：江苏省无锡市大学城高浪西路1600号,1435,仅定位至城市，县区待核,,
无锡职业技术大学,宜兴校区：江苏省无锡市宜兴环保科技工业园,1435,仅定位至城市，县区待核,,
武昌职业学院,湖北省武汉市江夏经济开发区藏龙岛办事处中洲大道98号,1433,仅定位至城市，县区待核,,
海南科技职业大学,云龙校区：海南省海口市云龙镇云定路118号,1432,仅定位至城市，县区待核,,
河南警察学院,校本部：河南省郑州市郑东新区龙子湖东路1号,1430,仅定位至城市，县区待核,,
河南警察学院,开封校区：河南省开封市开封市市辖区东京大道,1430,仅定位至城市，县区待核,,
安徽第二医学院,新桥校区：安徽省淮南市新桥国际产业园迎宾大道与寿州大道交口,1429,仅定位至城市，县区待核,,
晋城职业技术学院,凤台校区：晋城市凤台东街1658号,1428,仅定位至城市，县区待核,,
武汉商贸职业学院,武汉校区：湖北省武汉市东湖新技术开发区光谷二路225号,1424,仅定位至城市，县区待核,,
武汉商贸职业学院,红安校区：湖北省红安经济开发区金山大道18号,1424,仅定位至城市，县区待核,,
山西职业技术学院,榆次校区：山西省晋中市榆次工业园区兴业街6号,1420,仅定位至城市，县区待核,,
长春工业大学人文信息学院,校本部：吉林省长春净月国家高新技术产业开发区福祉大路1016号,1419,仅定位至城市，县区待核,,
长春工业大学人文信息学院,月北校区：吉林省长春市长春净月高新技术产业开发区福祉街道潭西社区福祉大路1299号,1419,仅定位至城市，县区待核,,
江苏航运职业技术学院,江苏省南通市经济技术开发区通盛大道185号,1418,仅定位至城市，县区待核,,
苏州经贸职业技术学院,江苏省苏州市国际教育园北区学府路287号,1412,仅定位至城市，县区待核,,
三门峡职业技术学院,灵凤湖校区：河南省三门峡市高新区学府路3号,1410,仅定位至城市，县区待核,,
长春建筑学院,高新校区：吉林省长春市长春高新技术产业开发区双德街道阳光社区火炬路1519号,1409,仅定位至城市，县区待核,,
河北师范大学汇华学院,河北省石家庄市红旗大街469号,1408,仅定位至城市，县区待核,,
马鞍山职业技术学院,安徽省马鞍山市霍里山中路328号,1407,仅定位至城市，县区待核,,
北京中医药大学东方学院,廊坊校区：河北省廊坊市东方大学城教学南区,1401,仅定位至城市，县区待核,,
北京中医药大学东方学院,渤海校区：河北省沧州市渤海新区中捷产业园区渤海3号路东段,1401,仅定位至城市，县区待核,,
内蒙古机电职业技术学院,赛罕校区：内蒙古自治区呼和浩特市大学城学府路1号,1394,仅定位至城市，县区待核,,
新疆建设职业技术学院,建工校区：乌鲁木齐市西八家户路528号,1392,仅定位至城市，县区待核,,
新疆建设职业技术学院,城建校区：乌鲁木齐市杭州西街272号,1392,仅定位至城市，县区待核,,
新疆建设职业技术学院,建材校区：乌鲁木齐市河滩北路863号,1392,仅定位至城市，县区待核,,
海南软件职业技术学院,海南省琼海市富海路128号,1390,第三方档案县区代码（非官网核验）,,
苏州卫生职业技术学院,石湖校区：江苏省苏州市国际教育园北区科华路28号,1388,仅定位至城市，县区待核,,
陕西交通职业技术学院,文景校区：陕西省西安市文景路19号,1383,仅定位至城市，县区待核,,
陕西交通职业技术学院,自强校区：陕西省西安市自强西路289号,1383,仅定位至城市，县区待核,,
广西艺术学院,相思湖校区：广西壮族自治区南宁市乡塘区罗文大道8号,1374,仅定位至城市，县区待核,,
吉林动画学院,吉林省长春市高新区博识路168号,1373,仅定位至城市，县区待核,,
南京交通职业技术学院,江苏省南京市江宁科学园龙眠大道629号,1370,仅定位至城市，县区待核,,
聊城职业技术学院,南校区：山东省聊城市花园北路133号,1369,仅定位至城市，县区待核,,
苏州工业职业技术学院,江苏省苏州市吴中大道（越湖路）国际教育园致能大道1号,1359,仅定位至城市，县区待核,,
湖北第二师范学院,湖北省武汉市东湖新技术开发区高新二路129号,1356,仅定位至城市，县区待核,,
浙江机电职业技术大学,滨江校区：浙江省杭州市滨江高教园滨文路528号,1355,仅定位至城市，县区待核,,
浙江建设职业技术学院,杭州萧山校区：浙江省杭州市萧山高教园区学知路151号,1349,仅定位至城市，县区待核,,
湖州职业技术学院,浙江省湖州市学府路299号,1345,仅定位至城市，县区待核,,
西交利物浦大学,校本部：江苏省苏州市苏州工业园区独墅湖科教创新区仁爱路111号,1343,仅定位至城市，县区待核,,
日照职业技术大学,卧龙山校区：山东省日照市烟台北路16号,1336,仅定位至城市，县区待核,,
郑州旅游职业学院,主校区：河南省郑州市郑东新区金龙路188号,1334,仅定位至城市，县区待核,,
新疆农业职业技术大学,乌鲁木齐校区：新疆维吾尔自治区乌鲁木齐市喀什东路792号,1333,仅定位至城市，县区待核,,
江苏食品药品职业技术学院,江苏省淮安市高教园区枚乘路4号,1330,仅定位至城市，县区待核,,
黑龙江外国语学院,黑龙江省哈尔滨市利民开发区师大南路1号,1328,仅定位至城市，县区待核,,
河南工程学院,龙湖校区：河南省郑州市新郑龙湖祥和路1号,1323,仅定位至城市，县区待核,,
广州新华学院,东莞校区：广东省东莞市麻涌镇沿江西路248号,1285,仅定位至城市，县区待核,,
山东政法学院,校本部：山东省济南市解放东路63号,1279,仅定位至城市，县区待核,,
昆明医科大学海源学院,杨林校区：云南省昆明市嵩明职教新城文苑路1号,1277,仅定位至城市，县区待核,,
昆明医科大学海源学院,高新校区：云南省昆明市高新技术产业开发区海源北路389号,1277,仅定位至城市，县区待核,,
贺州学院,东校区：广西壮族自治区贺州市西约街169号,1259,仅定位至城市，县区待核,,
河北科技师范学院,开发区校区：河北省秦皇岛经济技术开发区秦皇西大街106号,1258,仅定位至城市，县区待核,,
长治学院,北校区：山西省长治市保宁门东街73号,1257,仅定位至城市，县区待核,,
长治学院,南校区：山西省长治市东环路中段96号,1257,仅定位至城市，县区待核,,
梧州学院,广西壮族自治区梧州市富民三路82号,1251,仅定位至城市，县区待核,,
龙岩学院,福建省龙岩市东肖北路1号,1250,仅定位至城市，县区待核,,
海南热带海洋学院,五指山校区：海南省五指山市泰翡路1号,1249,仅定位至城市，县区待核,,
青岛滨海学院,小珠山校区：山东省青岛市西海岸新区嘉陵江西路425号,1245,仅定位至城市，县区待核,,
青岛滨海学院,大珠山校区：山东省青岛市西海岸新区山川路1568号,1245,仅定位至城市，县区待核,,
济宁医学院,太白湖校区：山东省济宁市太白湖新区荷花路133号,1238,仅定位至城市，县区待核,,
宁波诺丁汉大学,浙江省宁波市泰康东路199号,1216,仅定位至城市，县区待核,,
安徽中医药大学,少荃湖校区：安徽省合肥市新站区龙子湖路350号,1196,仅定位至城市，县区待核,,
天津生物工程职业技术学院,主校区：天津市开发区西区南大街175号,1195,仅定位至城市，县区待核,,
无锡科技职业学院,江苏省无锡市新锡路8号,1191,仅定位至城市，县区待核,,
宁波工程学院,前湾校区：浙江省宁波市前湾新区滨海二路769号,1189,仅定位至城市，县区待核,,
苏州职业技术大学,石湖校区：江苏省苏州市国际教育园南区致能大道106号,1181,仅定位至城市，县区待核,,
苏州职业技术大学,干将路校区：江苏省苏州市干将西路1122号,1181,仅定位至城市，县区待核,,
宿州学院,教育园区校区：安徽省宿州市学府大道1769号,1180,仅定位至城市，县区待核,,
宿州学院,汴河路校区：安徽省宿州市汴河中路49号,1180,仅定位至城市，县区待核,,
成都轻工职业技术大学,犀浦校区：四川省成都市犀浦泰山南街186号,1177,仅定位至城市，县区待核,,
武汉城市学院,校本部：湖北省武汉市东湖生态旅游风景管理区黄家大湾1号,1176,仅定位至城市，县区待核,,
濮阳职业技术学院,河南省濮阳市经济技术开发区黄河西路249号,1172,仅定位至城市，县区待核,,
宿迁学院,江苏省宿迁市黄河南路399号,1170,仅定位至城市，县区待核,,
辽宁理工学院,松山校区：辽宁省锦州市高新技术产业园区昆明街2号,1166,仅定位至城市，县区待核,,
辽宁理工学院,滨海校区：辽宁省锦州市滨海新区金山大街二段3号,1166,仅定位至城市，县区待核,,
商丘工学院,长江路校区：河南省商丘市睢阳大道中段236号,1161,仅定位至城市，县区待核,,
商丘工学院,阳光路校区：河南省商丘市阳光路188号,1161,仅定位至城市，县区待核,,
武昌理工学院,湖北省武汉市江夏大道16号,1157,仅定位至城市，县区待核,,
郑州铁路职业技术大学,新校区：郑州市郑东新区通惠路298号,1156,仅定位至城市，县区待核,,
扬州工业职业技术学院,江苏省扬州市华扬西路199号扬子津科教园,1155,仅定位至城市，县区待核,,
内蒙古交通职业技术学院,内蒙古自治区赤峰市新城王府大街2号,1153,仅定位至城市，县区待核,,
郑州工商学院,郑州校区：河南省郑州市郑东新区前程大道169号,1148,仅定位至城市，县区待核,,
东南大学成贤学院,江苏省南京市江北新区东大路6号,1145,仅定位至城市，县区待核,,
南京理工大学泰州科技学院,江苏省泰州市梅兰东路8号,1143,仅定位至城市，县区待核,,
山东中医药大学,长清校区：山东省济南市长清大学科技园大学路4655号,1142,仅定位至城市，县区待核,,
电子科技大学成都学院,成都校区：四川省成都市高新西区百叶路1号,1131,仅定位至城市，县区待核,,
陕西航空职业技术学院,南郑校区：陕西省汉中市大河坎镇李家营（经济开发南区）,1128,仅定位至城市，县区待核,,
陕西青年职业学院,含光校区：陕西省西安市含光北路155号,1127,仅定位至城市，县区待核,,
三峡大学科技学院,校本部：湖北省宜昌市大学路18号,1124,仅定位至城市，县区待核,,
郑州经贸学院,主校区：河南省郑州市南龙湖宜居教育园区双湖大道2号,1114,仅定位至城市，县区待核,,
郑州经贸学院,北校区：河南省郑州市中原中路41号,1114,仅定位至城市，县区待核,,
长江职业学院,武汉新城校区：湖北省葛店经济开发区电商大道1号,1106,仅定位至城市，县区待核,,
商丘医学高等专科学校,河南省商丘市城乡一体化示范区迎宾路666号,1100,仅定位至城市，县区待核,,
武汉华夏理工学院,湖北省武汉市东湖新技术开发区关山大道589号,1099,仅定位至城市，县区待核,,
苏州百年职业学院,江苏省苏州市苏州工业园区仁爱路1号,1097,仅定位至城市，县区待核,,
塔里木大学,校本部：新疆维吾尔自治区阿拉尔市塔里木大道东1487号,1091,仅定位至城市，县区待核,,
塔里木大学,新校区（东扩区）：新疆维吾尔自治区阿拉尔市军垦大道与将军大街交叉口东440米,1091,仅定位至城市，县区待核,,
成都体育学院,东部新区校区：四川省成都市东部新区环湖北路1942号,1086,仅定位至城市，县区待核,,
乐山师范学院,四川省乐山市滨河路778号,1085,仅定位至城市，县区待核,,
宜宾学院,临港校区：四川省宜宾市临港经济技术开发区大学城路三段5号,1084,仅定位至城市，县区待核,,
绵阳师范学院,高新校区：四川省绵阳市高新区绵兴西路166号,1082,仅定位至城市，县区待核,,
文华学院,湖北省武汉市东湖高新技术开发区文华园路8号,1077,仅定位至城市，县区待核,,
江苏工程职业技术学院,崇川校区：江苏省南通市青年中路87号,1069,仅定位至城市，县区待核,,
江苏工程职业技术学院,海门校区：江苏省南通市海门港新区港西大道1118号,1069,仅定位至城市，县区待核,,
湖北城市建设职业技术学院,湖北省武汉市东湖高新技术开发区藏龙大道28号,1068,仅定位至城市，县区待核,,
辽宁科技学院,辽宁省本溪市高新技术产业开发区香槐路176号,1067,仅定位至城市，县区待核,,
哈尔滨师范大学,松北校区：黑龙江省哈尔滨市利民经济开发区师大路1号,1062,仅定位至城市，县区待核,,
湖北三峡职业技术大学,江北校区：湖北省宜昌市体育场路31号,1056,仅定位至城市，县区待核,,
湖北三峡职业技术大学,江南校区：湖北省宜昌市点军大道56号,1056,仅定位至城市，县区待核,,
江苏农牧科技职业学院,凤凰路校区：江苏省泰州市凤凰东路8号,1051,仅定位至城市，县区待核,,
河南职业技术学院,郑州市郑东新区龙子湖高校园区平安大道210号,1050,仅定位至城市，县区待核,,
吉林医药学院,吉林省吉林市吉林大街5号,1047,仅定位至城市，县区待核,,
广西财经学院,相思湖校区：广西壮族自治区南宁市大学西路189号,1046,仅定位至城市，县区待核,,
广西财经学院,明秀校区：广西壮族自治区南宁市明秀西路100号,1046,仅定位至城市，县区待核,,
昆明学院,校本部：云南省昆明市昆明国家经济技术开发区浦新路2号,1044,仅定位至城市，县区待核,,
重庆文理学院,星湖校区：重庆市永川卫星湖文化旅游区,1038,仅定位至城市，县区待核,,
广西中医药大学,仙葫校区：广西壮族自治区南宁市五合大道13号,1034,仅定位至城市，县区待核,,
广西中医药大学,明秀校区：广西壮族自治区南宁市明秀东路179号,1034,仅定位至城市，县区待核,,
右江民族医学院,校本部：广西壮族自治区百色市城乡路98号,1033,仅定位至城市，县区待核,,
广东金融学院,肇庆校区：广东省肇庆市星湖石牌,1031,仅定位至城市，县区待核,,
湖北理工学院,湖北省黄石市桂林北路16号,1026,仅定位至城市，县区待核,,
安庆师范大学,菱湖校区：安徽省安庆市菱湖南路128号,1024,仅定位至城市，县区待核,,
安庆师范大学,龙山校区：安徽省安庆市集贤北路1318号,1024,仅定位至城市，县区待核,,
福建中医药大学,屏山校区：福建省福州市五四路282号,1021,仅定位至城市，县区待核,,
福建医科大学,旗山校区：福建省福州市大学新区学府北路1号,1020,仅定位至城市，县区待核,,
福建医科大学,乌山校区：福建省福州市交通路88号,1020,仅定位至城市，县区待核,,
重庆交通大学,科学城校区：重庆市双福新区福星大道1号,1018,仅定位至城市，县区待核,,
长沙南方职业学院,方舟校区：湖南省长沙市湘江新区金山桥培文路,1017,仅定位至城市，县区待核,,
随州职业技术学院,湖北省随州市迎宾大道38号,1015,仅定位至城市，县区待核,,
吉林农业科技学院,九站校区：吉林省吉林市吉林经济技术开发区翰林路77号,1014,仅定位至城市，县区待核,,
广东理工职业学院,中山校区：广东省中山市五桂山区丹桂路3号,992,仅定位至城市，县区待核,,
广州华立科技职业学院,云浮校区：广东省云浮市西江新城云祥大道53号,990,仅定位至城市，县区待核,,
广东工商职业技术大学,大旺校区：广东省肇庆市大旺高新产业开发区荔园街3号,976,仅定位至城市，县区待核,,
肇庆医学院,新区校区：广东省肇庆市肇庆新区丰乐路12号,968,仅定位至城市，县区待核,,
江西环境工程职业学院,江西省赣州市经开区东江源大道555号,959,仅定位至城市，县区待核,,
江西工程学院,天工校区：江西省新余市天工南大道1688号,957,仅定位至城市，县区待核,,
江西工程学院,仙来校区：江西省新余市仙来西大道859号,957,仅定位至城市，县区待核,,
江西工程学院,仙女湖校区：江西省新余市仙女湖大道2828号,957,仅定位至城市，县区待核,,
江西工业工程职业技术学院,江西省萍乡市经济开发区玉湖东路106号,956,仅定位至城市，县区待核,,
江西建设职业技术学院,小蓝校区：江西省南昌小蓝经济开发区汇仁大道999号,955,仅定位至城市，县区待核,,
江西建设职业技术学院,红谷滩校区：江西省南昌市昌北庐山南大道1659号,955,仅定位至城市，县区待核,,
江西建设职业技术学院,经开校区：江西省南昌市经济技术开发区黄家湖西路1588号,955,仅定位至城市，县区待核,,
鹰潭职业技术学院,校本部：江西省鹰潭市信江新区滨江东路2号,954,仅定位至城市，县区待核,,
赣西科技职业学院,渝水校区：江西省新余市劳动北路919号,951,仅定位至城市，县区待核,,
赣西科技职业学院,仙女湖校区：江西省新余市仙女湖大道3039号,951,仅定位至城市，县区待核,,
江西艺术职业学院,志敏大道校区：江西省南昌市经济技术开发区方志敏大道1799号,950,仅定位至城市，县区待核,,
江西财经职业学院,浔阳校区：江西省九江市青年路96号,949,仅定位至城市，县区待核,,
江西财经职业学院,八里湖校区：江西省九江市八里湖新区八里湖大道216号,949,仅定位至城市，县区待核,,
江西应用技术职业学院,江西省赣州市蓉江新区文峰路9号,948,仅定位至城市，县区待核,,
上饶职业技术学院,江西省上饶市旭日北大道358号,947,仅定位至城市，县区待核,,
江西制造职业技术学院,艾溪湖校区：江西省南昌市紫阳大道318号,946,仅定位至城市，县区待核,,
江西机电职业技术学院,下罗校区：江西省南昌市昌北经济开发区枫林大道168号,943,仅定位至城市，县区待核,,
江西机电职业技术学院,赣新校区：江西省赣江新区永修组团湖东新区样式雷大道1号,943,仅定位至城市，县区待核,,
江西青年职业学院,江西省南昌市经济技术开发区志敏大道1458号,942,仅定位至城市，县区待核,,
江西旅游商贸职业学院,江西省南昌市经济技术开发区丁香路1号,940,仅定位至城市，县区待核,,
江西电力职业技术学院,江西省南昌市昌北经济开发区海棠南路666号,931,仅定位至城市，县区待核,,
江西司法警官职业学院,江西省南昌市昌北经济技术开发区长青路76号,927,仅定位至城市，县区待核,,
江西外语外贸职业大学,瑶湖校区：江西省南昌市天祥大道291号,926,仅定位至城市，县区待核,,
运城学院,山西省运城市复旦西街1155号,920,仅定位至城市，县区待核,,
山西中医药大学,太原校区：山西省太原市晋祠路一段89号,919,仅定位至城市，县区待核,,
抚州职业技术学院,江西省抚州市东临路276号,914,仅定位至城市，县区待核,,
江西交通职业技术学院,经开区校区：江西省南昌经济技术开发区双港东大街644支路395号,913,仅定位至城市，县区待核,,
南昌职业大学,湾里校区：江西省南昌市湾里区翠岩路200号,909,仅定位至城市，县区待核,,
宜春职业技术学院,校本部：江西省宜春市锦绣大道996号,908,仅定位至城市，县区待核,,
宜春职业技术学院,北校区：江西省宜春市中心城区中山西路399号,908,仅定位至城市，县区待核,,
江西现代职业技术学院,艾溪湖校区：江西省南昌市昌东大学园区紫阳大道338号,904,仅定位至城市，县区待核,,
郑州电力高等专科学校,郑州市郑东新区凤栖街296号,902,仅定位至城市，县区待核,,
江西工业职业技术学院,化工校区：江西省南昌市东郊江西氨厂侧,895,仅定位至城市，县区待核,,
江西工业职业技术学院,瑶湖校区：江西省南昌市昌东高校园区高新区天祥大道388号,895,仅定位至城市，县区待核,,
新余学院,江西省新余市高新区阳光大道2666号,891,仅定位至城市，县区待核,,
萍乡学院,江西省萍乡市萍安北大道211号,888,仅定位至城市，县区待核,,
郑州警察学院,农业路校区：河南省郑州市农业路31号,886,仅定位至城市，县区待核,,
黄淮学院,校本部：河南省驻马店市开源大道76号,884,仅定位至城市，县区待核,,
黄淮学院,医学院校区：河南省驻马店市盘龙山路北段2628号,884,仅定位至城市，县区待核,,
平顶山学院,湖滨校区：河南省平顶山市新城区未来路南段,880,仅定位至城市，县区待核,,
平顶山学院,崇文校区：河南省平顶山市新城区崇文路,880,仅定位至城市，县区待核,,
安阳师范学院,弦歌大道校区：河南省安阳市弦歌大道436号,878,仅定位至城市，县区待核,,
安阳师范学院,文明大道校区：河南省安阳市文明大道265号,878,仅定位至城市，县区待核,,
首都经济贸易大学,红庙校区：北京市朝阳门外金台里2号,875,仅定位至城市，县区待核,,
河南中医药大学,龙子湖校区：河南省郑州市郑东新区金水东路156号,873,仅定位至城市，县区待核,,
豫章师范学院,红角洲校区：江西省南昌市梅岭大道1999号,872,仅定位至城市，县区待核,,
抚州医药学院,南校区：江西省抚州市文昌大道2766号,870,仅定位至城市，县区待核,,
抚州医药学院,北校区：江西省抚州市东临路9号,870,仅定位至城市，县区待核,,
江西科技学院,江西省南昌市高新区紫阳大道115号江西科技学院,869,仅定位至城市，县区待核,,
南昌理工学院,南昌校区：江西省南昌经济技术开发区英雄大道901号,868,仅定位至城市，县区待核,,
江西水利电力大学,瑶湖校区：江西省南昌市高新技术开发区天祥大道289号,867,仅定位至城市，县区待核,,
